AssetName,AssetCode,InvestmentStrategy,AcquisitionType,AcquisitionDate,SaleDate,IsTaxCredit,ActualStabilizationDate,AreaType,AssetClass,AssetStyle,StabilizationStatus,OccupancyStabilizationDate,AxiometricsMSAID,AxiometricsSubMarketID,CoStarSubMarketID,CBSAID,oslPropertyID,oslSubPropertyID,AverageBuildYear,YearBuiltEnd,YearRenovated,CurrentUnitCount,RentableSquareFoot,ConstructionBeginDate,ConstructionEndDate,Acreage,AcquisitionPrice,TotalHardCosts,TotalSoftAndClosingCosts,TotalProjectCosts,IsSeniorHousing,IsUnitReno,IsRecapitalization,ZipCode,Latitude,Longitude,WebAddress,EmailAddress,osaEntityID,Phone,Address1,PlannedUnitCount,LegalName,TaxID,Portfolio,City,StateCode
"Cortland Seventy Seven","poin28217","Value-Add","Acquisition",2015-01-30 00:00:00.0000000,2018-12-14 00:00:00.0000000,False,2016-11-26 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2016-11-26 00:00:00.0000000,16740,3,7762,16740,3519484,287,1996.000000,1996,,340,300582,2015-04-30 00:00:00.0000000,2016-11-30 00:00:00.0000000,24.469999999999999,35200000,4796304.9831999997,1233115.7220999999,41229420.705300003,False,True,False,"28217-6420",35.161669,-80.900576,"cortland.com/seventy-seven","seventyseven@cortland.com","pointe","(704) 285-2983","6530 Free Throw Ln",,"Free Throw NC Partners, LLC","47-2469231","Portfolio 12","Charlotte","NC"
"West M","wesmpp70605",,,,,False,,,,"Garden-Style","Non-Stabilized",,,,,,,,,,,,,,,25,,,,,False,False,False,,,,,,,,,,,,,,
"Cortland Bear Creek","stonbcHL76039","Value-Add","Acquisition",2021-04-02 00:00:00.0000000,,False,2022-10-30 00:00:00.0000000,"Suburban","B","Mid-Rise","Stabilized",2022-10-30 00:00:00.0000000,23104,10,7523,19100,4559198,1477,2004.000000,2004,,436,419440,,,27.960000000000001,73071052.5138354,10741462.8984315,1141209.01935841,84953724.431625396,False,True,False,"76039-5234",32.855280,-97.065631,"cortland.com/bear-creek","bearcreek@cortland.com","bearcreekhl","(817) 438-1788","1401 Highway 360",,"STONELEIGH AT BEAR CREEK APTS LLC","46-0888424","Portfolio 22","Euless","TX"
"Huntington Glen","hungl76021","Value-Add","Acquisition",2021-08-24 00:00:00.0000000,,False,2023-10-10 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2023-10-10 00:00:00.0000000,23104,10,7523,19100,4840726,1582,1984.000000,1984,,224,159768,,,,31376292,10129046.178701799,1150790.13075579,42656128.3094576,False,True,False,"76021-3798",32.851134,-97.118762,"https://cortland.com/huntington-glen","huntingtonglen@cortland.com","huntington","(817) 402-1508","2900 Harwood Rd",,"HB Property Owner 3, L.P. (DE) ","85-2361889 ","Stand-alone","Bedford","TX"
"Saxon Woods","saxw75070","Value-Add","Acquisition",2013-06-27 00:00:00.0000000,2019-12-20 00:00:00.0000000,False,2016-08-23 00:00:00.0000000,"Suburban","A","Garden-Style","Stabilized",2016-08-23 00:00:00.0000000,19124,30,7506,19100,3041984,123,2001.000000,2001,,510,458442,2013-10-31 00:00:00.0000000,2015-11-30 00:00:00.0000000,28.510000000000002,52500000,9616197,2268448.6299999999,64384645.630000003,False,True,False,"75070-3770",33.172352,-96.673750,"http://www.saxon-woods.com/","SaxonWoods@cortland.com","saxon","(214) 726-9299","4490 Eldorado Pkwy",,"West Eldorado Tx Partners, LLC","90-0990573","Portfolio 8","Mckinney","TX"
"Newport on The Lake","newl77084","Core-Plus","Acquisition",2012-11-08 00:00:00.0000000,2019-10-28 00:00:00.0000000,False,2012-12-08 00:00:00.0000000,"Suburban","A","Garden-Style","Stabilized",2012-12-08 00:00:00.0000000,26420,20,6836,26420,2801925,42,2008.000000,2008,,234,252636,,,10.039999999999999,26500000,330141,944586.85999999999,27774727.859999999,False,True,False,"77084-6828",29.795575,-95.690682,"www.newportonthelake.com","Newport@cortland.com","newport","(281) 579-2787","1895 Barker Cypress Rd",,"Barker Cypress TX Partners, LLC","45-5442898","Portfolio 6","Houston","TX"
"Cortland North Brookhaven","exchnh30341","Value-Add","Acquisition",2013-03-28 00:00:00.0000000,2018-11-15 00:00:00.0000000,False,2014-12-22 00:00:00.0000000,"Infill","A","Garden-Style","Stabilized",2014-12-22 00:00:00.0000000,12060,10,6727,12060,2946884,114,2001.000000,2001,,411,432123,2013-08-31 00:00:00.0000000,2014-08-31 00:00:00.0000000,13.300000000000001,50200000,5108948.9500000002,2560963.9100000001,57869912.859999999,False,False,False,"30341-2637",33.887332,-84.316409,"http://www.cortland.com/north-brookhaven","northbrookhaven@cortland.com","exchangenh","(404) 531-2188","2432 Johnson Ferry Rd NE",,"Johnson Ferry Apartment Partners, LLC","46-2033874","Portfolio 8","Chamblee","GA"
"Cortland at the Village - Phase 2","villp2oef30080","Core-Plus","Acquisition",2019-03-18 00:00:00.0000000,,False,,"Suburban","B","Garden-Style","Non-Stabilized",,12060,23,6713,12060,3362715,1180,1984.000000,1984,,241,230010,,,15.031000000000001,40358621,163011.447758336,349108.16996780998,40870740.307381302,False,True,True,"30080-7698",33.891263,-84.488566,"www.cortland.com/village","Villagers@cortland.com","village2oef","(770) 343-3358","2085 Lake Park Dr SE",,,,"CGI","Smyrna","GA"
"Cortland Arlington","arlingapt22209","Value-add","Acquisition",2022-06-28 00:00:00.0000000,,False,,"Urban","B","High-rise","Non-Stabilized",,47900,7,6692,47900,4988091,1855,1986.000000,1986,,184,142333,,,,100400000,23021599,4695440,128117039,False,True,False,"22209-2794",38.894004,-77.076135,"cortland.com/arlington","arlington@cortland.com","arlington","(571) 536-7059","1550 Clarendon Blvd",184,"Clarendon VA Partners LLC","83-2495528","CGI","Arlington","VA"
"Mirador at River City","mirrc32218","Core-Plus","Acquisition",2012-09-01 00:00:00.0000000,2014-10-31 00:00:00.0000000,False,2014-05-30 00:00:00.0000000,"Suburban","A","Garden-Style","Stabilized",2014-05-30 00:00:00.0000000,27260,11,7484,27260,2801924,37,2009.000000,2009,,276,308940,,,33.299999999999997,26496000,530012.69999999995,861634.23999999999,27887646.940000001,False,False,False,"32218-8358",30.476386,-81.636447,"www.miradoratrivercity.com","mirador@cortlandpartners.com","mirador","(904) 714-9101","13100 Broxton Bay Dr",,,,"Portfolio 6","Jacksonville","FL"
"Cortland Ridglea - Phase 1","ridvoef76116","Core-Plus","Acquisition",2018-12-14 00:00:00.0000000,,False,2021-01-14 00:00:00.0000000,"Infill","A","Garden-Style","Stabilized",2021-01-14 00:00:00.0000000,23104,5,7508,19100,4734633,1102,2004.000000,2004,2015,253,266626,,,9.0299999999999994,36100000,423965,432572.99686039198,36956537.9968604,False,True,True,"76116-5826",32.726081,-97.414414,"cortland.com/ridglea","ridglea@cortland.com","ridgleaoef","(817) 835-9197","3601 Westridge Ave",,,,"CGI","Fort Worth","TX"
"Island Walk","islwpp33615",,,,,False,,,,"Garden-Style","Non-Stabilized",,,,,,3362723,,,,,,,,,46.100000000000001,,,,,False,False,False,"33615-3675",,,"www.islandwalkapartments.com","IslandWalk@cortland.com",,"(813) 855-4834","5365 Harborside Dr",,"Harborside FL Apartment Partners, LLC","46-5701233",,"Tampa","FL"
"Cortland at the Village - Phase 3","villp330080","Value-Add","Acquisition",2014-06-30 00:00:00.0000000,2019-03-18 00:00:00.0000000,False,,"Suburban","B","Garden-Style","Non-Stabilized",,12060,23,6713,12060,3362715,205,1986.000000,1986,,494,440165,2014-10-31 00:00:00.0000000,2016-07-31 00:00:00.0000000,30.895,41400000,5143491,1206672,47750163,False,False,False,"30080-7698",33.887049,-84.489386,"www.cortland.com/village","Villagers@cortland.com","village3","(770) 343-3358","2085 Lake Park Dr SE",,"Lake Park Partners - Phase 3, LLC","46-5745362","Portfolio 10","Smyrna","GA"
"Cortland Canal Winchester","madlbre43110","Core-Plus","Acquisition",2020-02-28 00:00:00.0000000,2022-09-08 00:00:00.0000000,False,2017-06-22 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2017-06-22 00:00:00.0000000,18140,10,8022,18140,3862660,1356,1997.000000,1997,,256,270772,,,25.600000000000001,36034945,,,,False,True,True,"43110-8563",39.881210,-82.834300,"cortland.com/canal-winchester","canalwinchester@cortland.com","lakesofbricebre","(614) 834-4000","6060 Rossi Dr",,,,"Acorn 1","Canal Winchester","OH"
"Spring Valley","sprinv30032","Opportunistic","Acquisition",2011-08-29 00:00:00.0000000,2014-09-05 00:00:00.0000000,False,2014-04-04 00:00:00.0000000,"Suburban","C","Garden-Style","Stabilized",2014-04-04 00:00:00.0000000,12060,16,6750,12060,2691039,27,1970.000000,1970,,250,269100,,,17.68,2300000,2117921,378079,4796000,False,False,False,"30032-6614",33.718446,-84.275167,"www.springvalley.com","springvalley@cortlandpartners.com","sprgval","(404) 288-6620","2823 Misty Waters Dr",,,,"Portfolio IV","Decatur","GA"
"Waterstone","wat78748","Value-Add","Acquisition",2017-10-11 00:00:00.0000000,2021-10-05 00:00:00.0000000,False,2019-09-27 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2019-09-27 00:00:00.0000000,12420,6,7563,12420,4229412,661,2007.000000,2007,,308,304580,2017-11-30 00:00:00.0000000,2019-04-30 00:00:00.0000000,16.300000000000001,43000000,8203607,1487341,52690948,False,True,False,"78748-1692",30.172204,-97.797192,"cortland.com/southpark-meadows","southparkmeadows@cortland.com","waterstone","(512) 877-9192","420 W Slaughter Ln",,"Slaughter TX Partners LLC","82-2090383","Portfolio 18","Austin","TX"
"Cortland One Twenty One","bris75056","Value-Add","Acquisition",2013-09-04 00:00:00.0000000,2018-12-14 00:00:00.0000000,False,2017-10-03 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2017-10-03 00:00:00.0000000,19124,25,7516,19100,3096179,128,1998.000000,1998,,328,305838,2013-12-31 00:00:00.0000000,2015-08-31 00:00:00.0000000,18.190000000000001,27625000,6618864.608,1663457.372,35907321.979999997,False,True,False,"75056-2811",33.070632,-96.889112,"cortland.com/one-twenty-one","onetwentyone@cortland.com","bristol","(972) 435-6029","4777 Memorial Dr",,"Memorial Drive TX Partners, LLC","90-0993908","Portfolio 8","The Colony","TX"
"Cortland East Cobb","jefl30062","Value-Add","Acquisition",2018-08-08 00:00:00.0000000,2021-07-01 00:00:00.0000000,False,2023-06-18 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2023-06-18 00:00:00.0000000,12060,28,6713,12060,4382814,1075,1991.000000,1991,,323,317915,2018-12-31 00:00:00.0000000,2020-12-31 00:00:00.0000000,43.200000000000003,48000000,16883650,2915051,67798701,False,True,False,"30062-7517",33.966512,-84.493342,"cortland.com/east-cobb","eastcobb@cortland.com","lakesidewarba","(770) 629-0812","2085 Roswell Rd",,"Roswell GA Partners, LLC","83-1165777","Stand-alone","Marietta","GA"
"The Flats at Westover Hills","flatwhbre78245","Core-Plus","Acquisition",2020-02-28 00:00:00.0000000,,False,,"Suburban","B","Garden-Style","Non-Stabilized",,41700,4,7584,41700,3712020,1362,2006.000000,2006,,272,235168,,,12.74,35104118,,,,False,True,True,"78245-2111",29.427822,-98.654283,"https://www.flatsatwestoverhills.com","TheFlats@cortland.com","theflatsbre","(210) 741-9947","1538 Cable Ranch Rd",,,"84-4601448","Acorn 1","San Antonio","TX"
"Cortland University City","unc28262","Value-Add","Acquisition",2015-09-11 00:00:00.0000000,2021-05-11 00:00:00.0000000,False,,"Suburban","B","Garden-Style","Non-Stabilized",,16740,5,7783,16740,3735206,349,2008.000000,2008,,372,358569,2016-02-29 00:00:00.0000000,2016-10-31 00:00:00.0000000,27.25,47000000,4002811.2215,1451663.6668,52454474.888300002,False,True,False,"28262-3805",35.305459,-80.757223,"cortland.com/apartments/cortland-university-city","universitycity@cortland.com","universitycenter","(704) 318-2328","1421 Baseline Rd",,"Baseline NC Partners, LLC","47-4488084","Portfolio 14","Charlotte","NC"
"Ansley at Town Center","ansltc30809","Value-Add","Acquisition",2015-01-30 00:00:00.0000000,2017-06-30 00:00:00.0000000,False,2017-03-22 00:00:00.0000000,"Suburban","A","Garden-Style","Stabilized",2017-03-22 00:00:00.0000000,12260,2,8488,12260,3519455,291,2009.000000,2009,,242,232326,2015-02-28 00:00:00.0000000,2016-05-31 00:00:00.0000000,17.199999999999999,27319031.472100001,1259665.5447,4164621.6732000001,32743318.690000001,False,True,False,"30809-9100",33.536184,-82.121599,"www.ansleytowncenter.com","ansleytowncenter@cortlandpartners.com","ansley","(706) 868-4949","1000 Alder Way",,"Alder GA Partners, LLC","47-2226421","Portfolio 12","Evans","GA"
"Cortland View at TPC","purvt78261","Core-Plus","Acquisition",2019-09-27 00:00:00.0000000,2023-08-22 00:00:00.0000000,False,2019-10-27 00:00:00.0000000,"Suburban","A","Garden-Style","Stabilized",2019-10-27 00:00:00.0000000,41700,13,7583,41700,4559227,1246,2014.000000,2014,,384,354704,,,19.379999999999999,54930254.655938603,2510925.986,779600.88323432195,58220781.525172897,False,True,False,"78261-2914",29.661105,-98.410475,"www.cortland.com/view-at-tpc","ViewTPC@cortland.com","viewtpc","(210) 402-6710","4092 Tpc Pkwy",,"PURE TTPC APTS LLC","81-1256491","Portfolio 22","San Antonio","TX"
"Attiva Park","attpLSC76133","Core-Plus","Acquisition",2021-06-04 00:00:00.0000000,2021-08-31 00:00:00.0000000,False,2021-01-24 00:00:00.0000000,"Suburban","A","Garden-Style","Stabilized",2021-01-24 00:00:00.0000000,23104,4,7508,19100,3712016,1534,2002.000000,2002,,162,132414,,,10,25000000,,,,True,False,False,"76133-3824",32.634979,-97.376513,"http://www.attivapark.com","AttivaPark@cortland.com","legacysrlsc","(817) 423-3850","3850 Silverton Cir",,,,"3rd Party Management","Fort Worth","TX"
"Gallery","galcbre33615","Core-Plus","Acquisition",2019-04-01 00:00:00.0000000,,False,2018-01-29 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2018-01-29 00:00:00.0000000,45300,3,7910,45300,4531917,1169,1989.000000,1991,,320,319940,,,19.100000000000001,48636000,1306666.66666667,530092.37740621204,50472759.044072904,False,True,True,"33615-5804",28.002211,-82.602257,"https://cortland.com/apartments/cortland-bayport/","bayport@cortland.com","gallerycbre","(813) 437-5462","10510 Parkers Landing Dr",,,,"YieldCo IV","Tampa","FL"
"Cortland Oleander - Phase 2","shend30324","Value-Add","Acquisition",2021-04-08 00:00:00.0000000,,False,,"Suburban","A","Garden-Style","Non-Stabilized",2024-04-14 00:00:00.0000000,12060,3,6715,12060,4770692,1493,2008.000000,2008,,329,293304,2021-08-31 00:00:00.0000000,2024-01-31 00:00:00.0000000,,83549550,9541208.4231743999,1423374.1248463499,94514132.548020795,False,True,False,"30329-2223",33.825883,-84.337335,"https://cortland.com/apartments/cortland-oleander","Oleander@cortland.com","sheridan","(470) 769-9995","10 Executive Park West NE",,"Sheridan GA Partners LLC (DE)","83-2495528","CGI","Atlanta","GA"
"Cortland Preston North","sovpr75035","Core-Plus","Acquisition",2018-01-19 00:00:00.0000000,,False,2018-08-15 00:00:00.0000000,"Suburban","A","Garden-Style","Stabilized",2018-08-15 00:00:00.0000000,19124,29,7516,19100,4266918,698,2017.000000,2017,,350,373361,2018-02-28 00:00:00.0000000,2018-03-31 00:00:00.0000000,,62286384,411255,1855829,64553468,False,False,False,"75035-5331",33.208756,-96.798251,"cortland.com/preston-north","prestonnorth@cortland.com","preston","(972) 736-8965","9440 Stratton Dr",,"DD Preston Road LLC","47-1605030","Portfolio 20","Frisco","TX"
"Attiva Pearland","attp77581","Value-Add","Acquisition",2017-06-27 00:00:00.0000000,,False,2020-01-12 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2020-01-12 00:00:00.0000000,26420,32,6856,26420,4204615,1145,2008.000000,2008,,126,123140,,2018-09-30 00:00:00.0000000,,18600000,3115501,1194901.6000000001,22910402.600000001,True,True,False,"77581",29.532527,-95.265286,"www.attivapearland.com","attivapearland@cortland.com","townelakewarba","(281) 916-6563","4055 Village Drive",,"Village TX Partners LLC","82-1683072","Stand-alone","PEARLAND","TX"
"Cortland at Ten Mile","cortm83642","Core-plus","Acquisition",2022-05-12 00:00:00.0000000,,False,2023-06-26 00:00:00.0000000,"Suburban","A","Garden-Style","Stabilized",2023-06-26 00:00:00.0000000,14260,2,8527,14260,4971381,1770,2018.000000,2018,,368,359261,,,,156400000,2671488,1682165,160753653,False,False,False,"83642-4836",43.609871,-116.441600,"www.cortland.com/ten-mile","tenmile@cortland.com","tenmile","(208) 768-8212","3800 W Perugia St",368,"Perugia ID Partners LLC","83-2495528","CGI","Meridian","ID"
"Cameron at Hickory Grove","camhg28215","Opportunistic","Acquisition",2011-10-27 00:00:00.0000000,2015-12-17 00:00:00.0000000,False,2013-04-12 00:00:00.0000000,"Infill","B","Garden-Style","Stabilized",2013-04-12 00:00:00.0000000,16740,7,7771,16740,2691000,14,1987.000000,1987,,202,165796,,,11.359999999999999,7545000,1507055,587944.67000000004,9639999.6699999999,False,False,False,"28215-5721",35.226074,-80.727774,"www.liveatcameron.com","cameron@cortlandpartners.com","camero","(704) 531-1300","5625 Keyway Blvd",,,,"Stand-alone","Charlotte","NC"
"Island","isl33615","Value-Add","Acquisition",2014-06-30 00:00:00.0000000,2019-04-01 00:00:00.0000000,False,2017-07-07 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2017-07-07 00:00:00.0000000,45300,3,7910,45300,3362723,200,1987.000000,1987,,400,402249,2014-07-31 00:00:00.0000000,2015-11-30 00:00:00.0000000,27,47600000,4007982,1742239,53350221,False,True,False,"33615-3675",28.002211,-82.602257,"www.islandwalkapartments.com","IslandWalk@cortland.com","island","(813) 855-4834","5365 Harborside Dr",,"Harborside FL Apartment Partners, LLC","46-5701233","Portfolio 10","Tampa","FL"
"Cortland NoDa","cornd28210","Core-Plus","Acquisition",2020-07-23 00:00:00.0000000,,False,2021-08-13 00:00:00.0000000,"Suburban","A","Garden-Style","Stabilized",2021-08-13 00:00:00.0000000,16740,4,7771,16740,4670796,1388,2020.000000,2020,,309,268824,2020-08-31 00:00:00.0000000,2021-03-31 00:00:00.0000000,3.6000000000000001,80340000,428000,988171,81756171,False,False,False,"28206-3606",35.237628,-80.822775,"cortland.com/noda","NoDa@cortland.com","noda","(980) 399-5886","1700 N Brevard St",,"North Brevard NC Partners LP","85-1559997","CGI","Charlotte","NC"
"Cortland Wren Northlake - Phase 2","wrennl28216","Opportunistic","Development",2017-09-29 00:00:00.0000000,,False,2025-01-04 00:00:00.0000000,,,,"Stabilized",2025-01-04 00:00:00.0000000,16740,4,7777,16740,5213393,1974,,,,270,238014,,2021-07-01 00:00:00.0000000,,3500000,47784080,9697453.4218914192,60981533.421891399,False,False,False,"28216-0255",35.357086,-80.856966,"cortland.com/wren-northlake","wrennorthlake@cortland.com","northlake2","(704) 318-2343","8524 Mason Andrew Way",,"Mason Andrew NC Partners LLC","82-2090257","Portfolio 20","Charlotte","NC"
"Cortland Davis Park","souto27560","Value-Add","Acquisition",2018-12-20 00:00:00.0000000,2022-08-11 00:00:00.0000000,False,2021-09-26 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2021-09-26 00:00:00.0000000,239580,6,8855,20500,4439585,1216,2008.000000,2008,,287,301376,2019-01-31 00:00:00.0000000,2020-06-30 00:00:00.0000000,11.859999999999999,47800000,6794942.2337134797,1517070.51274646,56112012.746459901,False,True,False,"27560-8335",35.878642,-78.861623,"cortland.com/davis-park","davispark@cortland.com","southernoakscnbb","(919) 941-9100","4407 Hopson Rd",,,,"Stand-alone","Morrisville","NC"
"Portofino Place 1","porpgs133409","Value-Add","Acquisition",2021-12-29 00:00:00.0000000,,False,2019-11-10 00:00:00.0000000,"Suburban","A","Garden-Style","Stabilized",2019-11-10 00:00:00.0000000,48424,4,7624,33100,4058263,1704,2003.000000,2003,,416,486741,2017-02-28 00:00:00.0000000,2018-12-31 00:00:00.0000000,,120107794.953329,1310912,1214388,122585922,False,False,True,"33409-7888",26.742050,-80.109345,"cortland.com/portofino-place","portofinoplace@cortland.com","portofino1gs","(561) 944-7961","4400 Portofino Way",,"WPB Multifamily Owner I, LLC","47-2874463","Stand-alone","West Palm Beach","FL"
"Cortland West Houston","legpt77084","Value-Add","Acquisition",2021-08-24 00:00:00.0000000,,False,2024-04-03 00:00:00.0000000,"Suburban","B","Garden-Style","Stabilized",2024-04-03 00:00:00.0000000,26420,20,6837,26420,4840668,1580,1999.000000,1999,,236,213400,,,,32654212,8583311.8499999996,684133.56488666695,41921657.414886698,False,True,False,"77084-4177",29.790254,-95.647431,"cortland.com/west-houston","WestHouston@cortland.com","westhouston","(346) 567-7367","15000 Park Row",,"TX Apt 15000 Park Row, L.P. (DE) ","85-2361889 ","Stand-alone","Houston","TX"
